index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
newshoutao	100	1	1	2	1	110	120	uhg				3	5000				Invglove001	so0		so0	pr5		150	200	pr246		20	20	pr247		20	20	pr245		20	20	pr104		-4	4	pr244		20	20	pr276		1	1	pr380		20	20	pr306		20	20									pr381		29	29	0
newxiezi	100	1	1	2	1	110	120	uhb				5	5000				Invboot_u0uhb	so0		so0	pr5		100	150	pr246		20	20	pr247		20	20	pr245		20	20	pr104		-4	4	pr244		20	20	pr276		1	1	pr380		20	20	pr306		20	20	pr37		1	40					pr381		29	29	0
Crown of Ages1	100	1		5	1	100	90	urn				3	5000	dgld	dgld			so0		so0	pr80		30	30	pr41		20	30	pr104		-3	3	pr0		100	150	pr277		1	1	pr4		10	15	pr5		50	50																	pr381		28	28	0
asnwuqi1	100	1	1	5	1	110	120	7qr				5	5000					so0		so0	pr29		200	400	pr86		40	40	pr122		-3	3	pr276		1	1	pr274		1	30	pr66		1	15	pr65		1	15	pr246		1	50													pr381		29	29	0
bartou1	100	1		5	1	110	120	baf				5	5000				Invhelm_s3ci3	so0		so0	pr71		-3	3	pr104		-2	2	pr5		150	200	pr29		200	400	pr96		20	20	pr108		30	30	pr274		1	30	pr86		20	40	pr235		1	30	pr276		1	1					pr381		29	29	0
paldun1	100	1		5	1	110	120	paf				5	5000	blac	blac		dun05	so0		so0	pr233		1	30	pr83		30	30	pr68		-3	3	pr16		30	30	pr4		20	35	pr276		1	1	pr275		1	30	pr41		30	30	pr5		200	200	pr104		-2	2					pr381		29	29	0
newyifushang	100	1	1	3	1	100	90	utp				3	5000					so0		so0	pr104		-2	2	pr86		30	30	pr41		30	30	pr5		100	200	pr80		30	30	pr4		10	30	pr277		1	1	pr268	1	6	364													pr381		28	28	0
petjiezhi11	100	1	1	2	1	100	90	rin				5	5000			ring04	ring04	so0		so0	pr43		1	40	pr277		1	1	pr31		1	20	pr32		1	20	pr370		8	8																									pr381		28	28	0
petjiezhi22	100	1	1	2	1	100	90	rin				5	5000			ring05	ring05	so0		so0	pr49		1	40	pr277		1	1	pr35		1	20	pr36		1	20	pr370		8	8																									pr381		28	28	0
petshoutao	100	1		5	1	100	90	utg				5	5000				Invglove103_uni	so0		so0	pr5		90	120	pr269		1	40	pr277		1	1	pr39		1	20	pr40		1	20	pr370		8	8																					pr381		28	28	0
petxiezi	100	1	1	5	1	100	90	utb				5	5000				Invboot004_uni	so0		so0	pr5		100	150	pr271		1	40	pr277		1	1			1	20	pr273		1	20	pr370		8	8																					pr381		28	28	0
petyaodai	100	1		5	1	100	90	uhc				5	5000				Invbelt05_uni	so0		so0	pr5		90	120	pr45		1	40	pr277		1	1	pr33		1	20	pr34		1	20	pr370		8	8																					pr381		28	28	0
petxl	100	1	1	5	1	110	120	amu				5	5000			amu06	amu06	so0		so0	pr37		1	100	pr47		1	40	pr276		1	1	pr38		1	20	pr370		8	8																									pr381		29	29	0
molixl	100	1		2	1	110	120	amu				5	5000	oran	oran	Invuni_amulmoli	Invuni_amulmoli	so0		so0	pr104			4	pr41		1	30	pr232		20	20	pr233		20	20	pr274		20	20	pr56		20	20	pr86		20	20	pr276		1	1	pr235		20	20	pr275		20	20	pr234		20	20	pr37		10	30	0
newdrutou1	100	1		5	1	110	120	drf				5	5000					so0		so0	pr104		-5	5	pr246		1	50	pr5		150	200	pr80		30	30	pr86		25	25	pr232		1	30	pr276		1	1																	pr381		29	29	0
druwuqi1	100	1		5	1	110	120	7wh				5	5000					so0		so0	pr121		-3	3	pr246		1	50	pr232		1	30	pr86		20	40	pr56		40	40	pr276		1	1	pr104		-2	2																	pr381		29	29	0
Ironward1	100	1		5	1	100	90	7ws				3	5000	blac	blac			so0		so0	pr29		240	290	pr68		-3	3	pr233		1	30	pr56		40	40	pr86		20	40	pr277		1	1	pr108		33	33																	pr381		28	28	0
Ironward2	100	1		5	1	100	90	7ws				3	5000	blac	blac			so0		so0	pr29		240	290	pr68		-3	3	pr275		1	30	pr56		40	40	pr86		20	40	pr277		1	1	pr108		33	33																	pr381		28	28	0
Ironward3	100	1		5	1	110	120	7ws				3	5000	blac	blac			so0		so0	pr29		240	290	pr68		-3	3	pr275		1	30	pr56		40	40	pr86		40	40	pr276		1	1	pr108		33	33	pr233		1	30	pr104		-2	2									pr381		29	29	0
leiji1	100	1	1	5	1	100	90	amf				5	5000	dblu	dblu			so0		so0	pr29		200	300	pr67		-3	3	pr86		20	40	pr56		30	30	pr233		1	60	pr277		1	1																					pr381		28	28	0
leiji2	100	1	1	5	1	100	90	amf				5	5000	dblu	dblu			so0		so0	pr29		200	300	pr67		-3	3	pr86		20	40	pr56		30	30	pr274		1	60	pr277		1	1																					pr381		28	28	0
leiji3	100	1	1	5	1	110	120	amf				5	5000	dblu	dblu			so0		so0	pr29		200	300	pr67		-3	3	pr86		20	40	pr56		30	30	pr233		1	60	pr276		1	1	pr274		1	60	pr104		-2	2													pr381		29	29	0
biansc	100	1	1	5	1	160	90	zg4			1	3	5000			bian	bian	so217	12	so217	pr281		-7	7	pr13		10	50	pr56		-30	30	pr86		-30	30	pr268	1	365	365	pr276		1	1																					pr381		29	29	0
sgbiansc	100	1	1	5	1	110	90	zg5			1	3	5000			bian	bian	so217	12	so217	pr281		-7	7	pr13		10	50	pr56		-30	30	pr86		-30	30	pr268	1	365	380	pr277		1	1																					pr381		28	28	0
mojie	100	1	1	5	1	110	120	rin				5	5000			mojie	mojie	so0		so0	pr37		1	30	pr104		-5	5	pr251		10	30	pr56		10	20	pr86		10	20	pr276		1	1	pr59		66	66																	pr381		29	29	0
petyifushang	100	1	1	5	1	100	90	uth				5	5000					so0		so0	pr5		150	200	pr277		1	1	pr29		200	300	pr80		40	40	pr4		1	50	pr370		8	8	pr115		1	1																	pr381		28	28	0
petwuqishang	100	1	1	5	1	110	120	7h7				5	5000				Invpole06	so0		so0	pr274		1	50	pr145		40	40	pr108		45	45	pr29		100	300	pr56		30	30	pr276		1	1	pr125	414	12	59	pr279			100													pr381		29	29	0
petwuqiyuan	100	1	1	5	1	143	150	7wc				5	5000				3dstaff	so0		so0	pr274		1	50	pr145		50	50	pr108		50	50	pr29		200	350	pr56		50	50	pr278		1	1	pr125	414	12	59	pr279			100	pr333		1	100	pr104		-7	7					pr381		30	30	0
Giantskull1	100	1		15	1	100	90	uh9				3	5000	lgry	lgry		Invuh90_uni01	so0		so0	pr0		250	320	pr7		25	35	pr108		10	10	pr4		1	30	pr80		20	40	pr104		-1	1	pr277		1	1	pr370		8	8													pr381		28	28	0
Giantskull2	100	1		10	1	110	120	uh9				3	5000	lgry	lgry		Invuh90_uni01	so0		so0	pr0		250	320	pr7		25	35	pr108		30	30	pr4		1	50	pr80		20	40	pr104		-2	2	pr276		1	1	pr370		8	8	pr334			5	pr348			10					pr381		29	29	0
petyifuyuan	100	1		10	1	110	120	uar				5	5000	lyel	lyel		Invuaru_new2	so0		so0	pr5		170	250	pr80		40	40	pr29		250	350	pr4		1	50	pr370		8	8	pr276		1	1	pr268	3	381	390																	pr381		29	29	0
Fathom1	100	1	1	5	1	100	90	obf				3	5000	lblu				so0		so0	pr70		-3	3	pr246		1	50	pr86		20	40	pr41		25	40	pr12		25	25	pr277		1	1	pr13		50	50																	pr381		28	28	0
Fathom2	100	1	1	5	1	100	90	obf				3	5000	lblu				so0		so0	pr70		-3	3	pr233		1	30	pr86		20	40	pr41		25	40	pr12		25	25	pr277		1	1	pr13		50	50																	pr381		28	28	0
Fathom3	100	1	1	5	1	100	90	obf				3	5000	lblu				so0		so0	pr70		-3	3	pr232		1	30	pr86		20	40	pr41		25	40	pr12		25	25	pr277		1	1	pr13		50	50																	pr381		28	28	0
Fathom4	100	1	1	5	1	110	120	obf				3	5000	lblu				so0		so0	pr70		-3	3	pr246		1	50	pr86		40	40	pr232		1	30	pr41		1	40	pr276		1	1	pr104		-2	2																	pr381		29	29	0
Stormshield1	100	1		5	1	100	90	uit				3	5000				dun2	so0		so0	pr141	30			pr4		20	35	pr7		30	30	pr104		-2	2	pr83		35	35	pr41		10	30	pr16		25	25	pr277		1	1													pr381		28	28	0
Stormshield2	100	1		5	1	110	120	uit				3	5000				dun2	so0		so0	pr141	30			pr4		20	35	pr7		30	30	pr104		-5	5	pr83		35	35	pr41		10	30	pr16		35	35	pr276		1	1	pr75		-50	-50									pr381		29	29	0
Griffon's Eye1	100	1	1	5	1	100	90	ci3				5	5000					so0		so0	pr0		100	200	pr86		25	25	pr104		-1	1	pr245		1	30	pr233		1	35	pr277		1	1																					pr381		28	28	0
Griffon's Eye2	100	1	1	5	1	110	120	ci3				5	5000					so0		so0	pr0		100	200	pr86		25	25	pr104		-4	4	pr245		1	50	pr233		1	50	pr276		1	1																					pr381		29	29	0
Griffon's EyeCold2	100	1	1	5	1	100	90	ci3				5	5000					so0		so0	pr0		100	200	pr86		25	25	pr104		-1	1	pr246		1	50	pr277		1	1																									pr381		28	28	0
Griffon's EyeFire2	100	1	1	5	1	100	90	ci3				5	5000					so0		so0	pr0		100	200	pr86		25	25	pr104		-1	1	pr244		1	30	pr232		1	35	pr277		1	1																					pr381		28	28	0
Crown of Ages2	100	1		5	1	110	120	urn				3	5000	dgld	dgld			so0		so0	pr80		30	30	pr41		20	30	pr104		-5	5	pr0		100	150	pr276		1	1	pr4		10	15	pr5		50	50																	pr381		29	29	0
Constricting Ring1	100	1	1	5	1	100	90	rin				5	5000	cblu	cblu	shous	shous	so0		so0	pr41		10	20	pr53		-10	10	pr59		1	30	pr86		10	10	pr104		-2	2	pr277		1	1																					pr381		28	28	0
Constricting Ring2	100	1	1	5	1	100	90	rin				5	5000	cblu	cblu	shous	shous	so0		so0	pr37		10	20	pr53		-10	10	pr59		1	30	pr86		10	10	pr104		-2	2	pr277		1	1																					pr381		28	28	0
Tyrael's Might1	100	1	1	5	1	110	120	uar				5	5000	lyel	lyel		invuaru_new1	so0		so0	pr75		-100	-100	pr104		-5	5	pr5		100	200	pr41		1	50	pr80		50	50	pr4		1	50	pr276		1	1	pr268	1	6	364	pr268	1	6	364									pr381		29	29	0
xinyaodai2	100	1	1	5	1	100	90	utc				5	5000					so0		so0	pr5		90	120	pr246		10	20	pr277		1	1	pr104		-2	2	pr251		5	10																									pr381		28	28	0
xishousc7	100	1	1	5		110	120	zs7			1	3	5000			invqc6	invqc6	so217	12	so217	pr104		-2	2	pr59		1	20	pr269		1	30	pr271		1	30	pr47		1	30	pr276		1	1	pr335			10																	pr381		29	29	0
xishousc8	100	1	1	5		110	120	zs8			1	3	5000			invqc1	invqc1	so217	12	so217	pr104		-2	2	pr59		1	20	pr49		1	30	pr43		1	30	pr45		1	30	pr276		1	1	pr336			10																	pr381		29	29	0
mara1	100	1		5	1	100	90	amu				5	5000	oran	oran	amu2	amu2	so0		so0	pr104		-3	3	pr41		20	30	pr251		5	5	pr277		1	1	pr246		10	20																									pr381		28	28	0
Rainbow Facet	100	1		5	1	100	90	je1				3	5000				Invuni_jew01	so0		so0	pr277		1	1	pr233		4	7	pr245		4	7																																	pr381		28	28	0
Rainbow Facet	100	1		5	1	100	90	je1				3	5000				Invuni_jew01	so0		so0	pr277		1	1	pr232		4	7	pr244		4	7																																	pr381		28	28	0
Rainbow Facet	100	1		5	1	100	90	je1				3	5000				Invuni_jew01	so0		so0	pr277		1	1	pr234		4	7	pr246		4	7																																	pr381		28	28	0
Rainbow Facet	100	1		5	1	100	90	je1				3	5000				Invuni_jew01	so0		so0	pr277		1	1	pr235		4	7	pr247		4	7																																	pr381		28	28	0
Rainbow Facet	100	1		5	1	100	90	je1				3	5000				Invuni_jew01	so0		so0	pr277		1	1	pr275		4	7	pr380		4	7																																	pr381		28	28	0
Rainbow Facet	100	1		5	1	100	90	je1				3	5000				Invuni_jew01	so0		so0	pr277		1	1	pr306		4	7	pr274		4	7																																	pr381		28	28	0
Rainbow Facet	100	1		5	1	110	120	je2				3	5000				Invuni_jew02	so0		so0	pr276		1	1	pr233		6	10	pr245		6	10																																	pr381		29	29	0
Rainbow Facet	100	1		5	1	110	120	je2				3	5000				Invuni_jew02	so0		so0	pr276		1	1	pr232		6	10	pr244		6	10																																	pr381		29	29	0
Rainbow Facet	100	1		5	1	110	120	je2				3	5000				Invuni_jew02	so0		so0	pr276		1	1	pr234		6	10	pr246		6	10																																	pr381		29	29	0
Rainbow Facet	100	1		5	1	110	120	je2				3	5000				Invuni_jew02	so0		so0	pr276		1	1	pr235		6	10	pr247		6	10																																	pr381		29	29	0
Rainbow Facet	100	1		5	1	110	120	je2				3	5000				Invuni_jew02	so0		so0	pr276		1	1	pr275		6	10	pr380		6	10																																	pr381		29	29	0
Rainbow Facet	100	1		5	1	110	120	je2				3	5000				Invuni_jew02	so0		so0	pr276		1	1	pr306		6	10	pr274		6	10																																	pr381		29	29	0
mara2	100	1		5	1	100	90	amu				5	5000	oran	oran	amu2	amu2	so0		so0	pr104		-3	3	pr41		1	30	pr251		5	5	pr277		1	1	pr233		1	20																									pr381		28	28	0
mara3	100	1		5	1	100	90	amu				5	5000	oran	oran	amu2	amu2	so0		so0	pr104		-3	3	pr41		1	30	pr251		5	5	pr277		1	1	pr232		1	20																									pr381		28	28	0
mara4	100	1		5	1	100	90	amu				5	5000	oran	oran	amu2	amu2	so0		so0	pr104		-3	3	pr41		1	30	pr251		5	5	pr277		1	1	pr275		1	20																									pr381		28	28	0
mara5	100	1		5	1	100	90	amu				5	5000	oran	oran	amu2	amu2	so0		so0	pr104		-3	3	pr41		1	30	pr251		5	5	pr277		1	1	pr235		1	20																									pr381		28	28	0
Metalgrid1	100	1	1	5	1	100	90	amu				5	5000			amu1	amu1	so0		so0	pr0		300	350	pr41		1	35	pr15		400	450	pr277		1	1	pr274		1	20																									pr381		28	28	0
xinyaodai3	100	1	1	5	1	100	90	utc				5	5000					so0		so0	pr5		90	120	pr233		1	20	pr277		1	1	pr104		-2	2	pr251		1	10																									pr381		28	28	0
xinyaodai4	100	1	1	5	1	100	90	utc				5	5000					so0		so0	pr5		90	120	pr232		1	20	pr277		1	1	pr104		-2	2	pr251		1	10																									pr381		28	28	0
xinyaodai5	100	1	1	5	1	100	90	utc				5	5000					so0		so0	pr5		90	120	pr275		1	20	pr277		1	1	pr104		-2	2	pr251		1	10																									pr381		28	28	0
xinyaodai6	100	1	1	5	1	100	90	utc				5	5000					so0		so0	pr5		90	120	pr235		1	20	pr277		1	1	pr104		-2	2	pr251		1	10																									pr381		28	28	0
xinyaodai7	100	1	1	5	1	100	90	utc				5	5000					so0		so0	pr5		90	120	pr274		1	20	pr277		1	1	pr104		-2	2	pr251		1	10																									pr381		28	28	0
Dracul's Grasp1	100	1		5	1	100	90	uvg				5	5000	dred	dred			so0		so0	pr5		90	120	pr66		7	10	pr107		25	25	pr127	82	5	10	pr108		1	10	pr306		1	20	pr277		1	1	pr104		-1	1													pr381		28	28	0
Magefist1	100	1		5	1	100	90	utg				5	5000	lgry	lgry		Invglove103_uni	so0		so0	pr5		90	120	pr104		-1	1	pr277		1	1	pr245		1	20	pr251		1	10																									pr381		28	28	0
Magefist2	100	1		5	1	100	90	utg				5	5000	lgry	lgry		Invglove103_uni	so0		so0	pr5		90	120	pr104		-1	1	pr277		1	1	pr380		1	20	pr251		1	10																									pr381		28	28	0
Magefist3	100	1		5	1	100	90	utg				5	5000	lgry	lgry		Invglove103_uni	so0		so0	pr5		90	120	pr104		-1	1	pr277		1	1	pr246		1	20	pr251		1	10																									pr381		28	28	0
Magefist4	100	1		5	1	100	90	utg				5	5000	lgry	lgry		Invglove103_uni	so0		so0	pr5		90	120	pr104		-1	1	pr277		1	1	pr247		1	20	pr251		1	10																									pr381		28	28	0
Magefist5	100	1		5	1	100	90	utg				5	5000	lgry	lgry		Invglove103_uni	so0		so0	pr5		90	120	pr104		-1	1	pr277		1	1	pr244		1	20	pr251		1	10																									pr381		28	28	0
shangguxie1	100	1	1	5	1	100	90	utb				5	5000				Invboot004_uni	so0		so0	pr5		100	150	pr104		-1	1	pr277		1	1	pr244		1	20	pr251		1	10																									pr381		28	28	0
shangguxie2	100	1	1	5	1	100	90	utb				5	5000				Invboot004_uni	so0		so0	pr5		100	150	pr104		-1	1	pr277		1	1	pr245		1	20	pr251		1	10																									pr381		28	28	0
shangguxie3	100	1	1	5	1	100	90	utb				5	5000				Invboot004_uni	so0		so0	pr5		100	150	pr104		-1	1	pr277		1	1	pr246		1	20	pr251		1	10																									pr381		28	28	0
shangguxie4	100	1	1	5	1	100	90	utb				5	5000				Invboot004_uni	so0		so0	pr5		100	150	pr104		-1	1	pr277		1	1	pr380		1	20	pr251		1	10																									pr381		28	28	0
shangguxie5	100	1	1	5	1	100	90	utb				5	5000				Invboot004_uni	so0		so0	pr5		100	150	pr104		-1	1	pr277		1	1	pr247		1	20	pr251		1	10																									pr381		28	28	0
shangguxie6	100	1	1	5	1	100	90	utb				5	5000				Invboot004_uni	so0		so0	pr5		100	150	pr104		-1	1	pr277		1	1	pr306		1	20	pr251		1	10																									pr381		28	28	0
bartou2	100	1		5	1	100	90	baf				5	5000				Invhelm_s3ci3	so0		so0	pr71		-3	3	pr104				pr5		150	200	pr29		200	400	pr96		20	20	pr108		15	30	pr274		1	30	pr86		20	40	pr277		1	1									pr381		28	28	0
bartou3	100	1		5	1	100	90	baf				5	5000				Invhelm_s3ci3	so0		so0	pr71		-3	3	pr104				pr5		150	200	pr29		200	400	pr96		20	20	pr108		15	30	pr235		1	30	pr86		20	40	pr277		1	1									pr381		28	28	0
asnwuqi2	100	1	1	5	1	100	90	7qr				5	5000					so0		so0	pr29		200	400	pr86		40	40	pr122		-3	3	pr277		1	1	pr233		1	30	pr66		15	15	pr65		1	15																	pr381		28	28	0
asnwuqi3	100	1	1	5	1	100	90	7qr				5	5000					so0		so0	pr29		200	400	pr86		40	40	pr122		-3	3	pr277		1	1	pr246		1	50	pr66		15	15	pr65		1	15																	pr381		28	28	0
paldun2	100	1		5	1	100	90	paf				5	5000	blac	blac		dun05	so0		so0	pr233		1	30	pr83		30	30	pr68		-3	3	pr16		30	30	pr4		10	20	pr274		1	30	pr277		1	1	pr41		30	30	pr5		200	200									pr381		28	28	0
paldun3	100	1		5	1	100	90	paf				5	5000	blac	blac		dun05	so0		so0	pr275		1	30	pr83		30	30	pr68		-3	3	pr16		30	30	pr4		10	20	pr274		1	30	pr277		1	1	pr41		30	30	pr5		200	200									pr381		28	28	0
web1	100	1		5	1	100	90	7gw				5	5000	bwht	bwht			so0		so0	pr104		-2	2	pr235		1	30	pr253		7	12	pr110		7	12	pr124	7	1	2	pr277		1	1	pr69		3	3																	pr381		28	28	0
web2	100	1		5	1	100	90	7gw				5	5000	bwht	bwht			so0		so0	pr104		-2	2	pr275		1	30	pr253		7	12	pr110		7	12	pr124	7	1	2	pr277		1	1	pr69		3	3																	pr381		28	28	0
web3	100	1		5	1	110	120	7gw				5	5000	bwht	bwht			so0		so0	pr104		-2	2	pr235		1	30	pr275		1	30	pr253		7	12	pr124	7	1	2	pr276		1	1	pr69		3	3																	pr381		29	29	0
dark1	100	1	1	5	1	100	90	nef				5	5000	cred	cred			so0		so0	pr5		140	180	pr86		30	30	pr12		10	10	pr124	6	1	3	pr124	7	1	3	pr124	8	1	3	pr277		1	1	pr235		1	30													pr381		28	28	0
dark2	100	1	1	5	1	100	90	nef				5	5000	cred	cred			so0		so0	pr5		140	180	pr86		30	30	pr12		10	10	pr124	6	1	3	pr124	7	1	3	pr124	8	1	3	pr277		1	1	pr275		1	30													pr381		28	28	0
dark3	100	1	1	5	1	110	120	nef				5	5000	cred	cred			so0		so0	pr5		140	180	pr86		30	30	pr12		10	10	pr124	6	1	3	pr124	7	1	3	pr124	8	1	3	pr276		1	1	pr235		1	30	pr275		1	30	pr104		-2	2					pr381		29	29	0
Rainbow Facet	100	1		5	1	85	70	jew				3	5000					so0		so0	pr275		3	5	pr380		3	5																																									0
Rainbow Facet	100	1		5	1	85	70	jew				3	5000					so0		so0	pr274		3	5	pr306		3	5																																									0
bbjian1	100	1		5	1	100	90	7gd				5	5000	lyel	lyel			so0		so0	pr71		-3	3	pr7		20	20	pr29		200	300	pr108		10	30	pr96		50	50	pr277		1	1	pr145	20			pr235		1	30	pr86		30	30									pr381		28	28	0
bbjian2	100	1		5	1	100	90	7gd				5	5000	lyel	lyel			so0		so0	pr71		-3	3	pr7		20	20	pr29		200	300	pr108		10	30	pr96		50	50	pr277		1	1	pr145	20			pr274		1	30	pr86		30	30									pr381		28	28	0
bbjian3	100	1		5	1	110	120	7gd				5	5000	lyel	lyel			so0		so0	pr71		-3	3	pr7		20	20	pr29		200	300	pr108		10	30	pr96		50	50	pr276		1	1	pr145	20			pr235		1	30	pr274		1	30	pr104		-2	2	pr86		30	30	pr381		29	29	0
Deathcleaver1	100	1	1	5	1	100	90	7wa				5	5000	dred				so0		so0	pr29		200	300	pr113		66	66	pr93		10	33	pr56		40	40	pr89		300	400	pr71		-3	3	pr277		1	1	pr235		1	30													pr381		28	28	0
Deathcleaver2	100	1	1	5	1	100	90	7wa				5	5000	dred				so0		so0	pr29		200	300	pr113		66	66	pr93		33	33	pr56		40	40	pr89		300	400	pr71		-3	3	pr277		1	1	pr274		1	30													pr381		28	28	0
Deathcleaver3	100	1	1	5	1	110	120	7wa				5	5000	dred				so0		so0	pr29		200	300	pr113		66	66	pr93		33	33	pr56		40	40	pr89		300	400	pr71		-3	3	pr276		1	1	pr235		1	30	pr274		1	30	pr104			2					pr381		29	29	0
zhongcheng	100	1	1	1		7	7	cm1			1	3	5000			vip	vip	so217	12	so217	pr265	397		1	pr265	398		1	pr265	399		1	pr265	400		1	pr265	401		1	pr265	402		1	pr265	403		1	pr59		-100	200	pr373		1	9													0
vipsc	100	1	1	5		300	7	cm1			1	3	5000			vvip	vvip	so217	12	so217	pr104		3	3	pr333		100	100	pr59		333	333	pr252				pr13		100	100	pr11		100	100	pr14		15	15	pr12		15	15	pr41		15	15													0
newdrutou2	100	1	1	5	1	100	90	drf				5	5000					so0		so0	pr104		-3	3	pr246		1	50	pr5		150	200	pr80		30	30	pr86		25	25	pr277		1	1																					pr381		28	28	0
newdrutou3	100	1	1	5	1	100	90	drf				5	5000					so0		so0	pr104		-3	3	pr232		1	30	pr5		150	200	pr80		30	30	pr86		25	25	pr277		1	1																					pr381		28	28	0
druwuqi2	100	1		5	1	100	90	7wh				5	5000					so0		so0	pr121		-3	3	pr246		1	100	pr277		1	1	pr86		20	40	pr56		40	40																									pr381		28	28	0
druwuqi3	100	1		5	1	100	90	7wh				5	5000					so0		so0	pr121		-3	3	pr277		1	1	pr232		1	30	pr86		20	40	pr56		40	40																									pr381		28	28	0
yuanlizhishi	100	1	1	5		100	90	zf5			1	3	5000			Invbcm1	Invbcm1	so217	12	so217	pr281		-3	3	pr59		1	10	pr277		1	1	pr4		1	10	pr41		1	10	pr268	1	6	364																					pr381		28	28	0
ygyuanlizhishi	100	1	1	5		120	120	zf6			1	3	5000			Invbcm2	Invbcm2	so217	12	so217	pr281		-5	5	pr59		1	20	pr276		1	1	pr4		1	20	pr41		1	20	pr268	1	6	364																					pr381		29	29	0
petxl1	100	1	1	8	1	100	90	amu				5	5000			amu06	amu06	so0		so0	pr37		1	50	pr47		1	40	pr277		1	1	pr38		1	20	pr370		8	8																									pr381		28	28	0
Rainbow Facet	100	1		5	1	100	90	je3				3	5000				Invuni_jew04	so0		so0	pr277		1	1	pr48		4	7	pr37		4	7																																	pr381		28	28	0
Rainbow Facet	100	1		5	1	120	120	je3				3	5000				Invuni_jew04	so0		so0	pr276		1	1	pr48		6	10	pr37		6	10																																	pr381		29	29	0
sorfanwei	100	1	1	5		120	120	zw1			1	3	5000			30X-12	30X-12	so217	12	so217	pr70		-1	1	pr59		10	30	pr276		1	1	pr285		1	100	pr286		1	100	pr287		1	100																					pr381		29	29	0
palfanwei	100	1	1	5		120	120	zw2			1	3	5000			30X-13	30X-13	so217	12	so217	pr68		-1	1	pr59		10	30	pr276		1	1	pr288		1	100	pr289		1	100	pr300		1	100																					pr381		29	29	0
barfanwei	100	1	1	5		120	120	zw3			1	3	5000			30X-14	30X-14	so217	12	so217	pr71		-1	1	pr59		10	30	pr276		1	1	pr294		1	100	pr297		1	100	pr301		1	100																					pr381		29	29	0
amafanwei	100	1	1	5		120	120	zw4			1	3	5000			30X-15	30X-15	so217	12	so217	pr67		-1	1	pr59		10	30	pr276		1	1	pr292		1	100	pr295		1	100	pr298		1	100																					pr381		29	29	0
drufanwei	100	1	1	5		120	120	zw5			1	3	5000			30X-16	30X-16	so217	12	so217	pr121		-1	1	pr59		10	30	pr276		1	1	pr290		1	100	pr291		1	100	pr302		1	100																					pr381		29	29	0
asnfanwei	100	1	1	5		120	120	zw6			1	3	5000			30X-17	30X-17	so217	12	so217	pr122		-1	1	pr59		10	30	pr276		1	1	pr293		1	100	pr296		1	100	pr303		1	100																					pr381		29	29	0
necfanwei	100	1	1	5		120	120	zw7			1	3	5000			30X-18	30X-20	so217	12	so217	pr69		-1	1	pr59		10	30	pr276		1	1	pr283		1	100	pr284		1	100	pr299		1	100																					pr381		29	29	0
dianfeng	100	1	1	5		180	150	zg1			1	3	5000			18-31-6	18-31-6	so217	12	so217	pr305		1	1	pr382	1			pr278		1	1	pr281		-7	7	pr13		1	100	pr11		1	100																					pr381		30	30	0
chibang	100	1	1	5		100	90	zg2			1	3	5000			18-31-5	18-31-5	so217	12	so217	pr281		-7	7	pr77		-50	50	pr276		1	1	pr265	148	-1	1	pr266	198	-3	1	pr266	197	-3	1	pr266	199			pr266	195	-3	1													pr381		29	29	0
wujinlvtu	100	1	1	5		130	7	zg3			1	3	5000			18-31-4	18-31-4	so217	12	so217	pr304		1	1	pr13		30	30	pr59		30	30	pr104		-5	3																																	0
xingyun	100	1	1	300	1	92	62	cm1				3	5000					so0		so0	pr13		1	10	pr59		1	10																																									0
toll1	100	1	1	55	1	100	90	7s8				5	5000				3dstaff	so0		so0	pr29		190	240	pr127	87	33	1	pr92		1	1	pr66		11	15	pr75		-25	-25	pr113		33	33	pr137		4	44	pr274		1	50	pr125	414	1	60	pr277		1	1					pr381		28	28	0
pingan1	100	1	1	5	1	110	120	cm4				3	5000				invlcha_1	so0	12	so0	pr70		-3	2	pr13		-5	45	pr276		1	1																																	pr381		29	29	0
pingan2	100	1	1	5	1	110	120	cm4				3	5000				invlcha_1	so0	12	so0	pr68		-3	2	pr13		-5	45	pr276		1	1																																	pr381		29	29	0
pingan3	100	1	1	5	1	110	120	cm4				3	5000				invlcha_1	so0	12	so0	pr71		-3	2	pr13		-5	45	pr276		1	1																																	pr381		29	29	0
pingan4	100	1	1	5	1	110	120	cm4				3	5000				invlcha_1	so0	12	so0	pr67		-3	2	pr13		-5	45	pr276		1	1																																	pr381		29	29	0
pingan5	100	1	1	5	1	110	120	cm4				3	5000				invlcha_1	so0	12	so0	pr121		-3	2	pr13		25	45	pr276		1	1																																	pr381		29	29	0
pingan6	100	1	1	5	1	110	120	cm4				3	5000				invlcha_1	so0	12	so0	pr122		-3	2	pr13		-5	45	pr276		1	1																																	pr381		29	29	0
pingan7	100	1	1	5	1	110	120	cm4				3	5000				invlcha_1	so0	12	so0	pr69		-3	2	pr13		-5	45	pr276		1	1																																	pr381		29	29	0
