skill	Id	charclass	skilldesc	srvstfunc	srvdofunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	auratgtevent	auratgteventfunc	passivestate	passiveitype	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passiveevent	passiveeventfunc	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	delay	leftskill	repeat	checkfunc	nocostinstate	usemanaondo	startmana	minmana	manashift	mana	lvlmana	interrupt	InTown	aura	periodic	perdelay	finishing	passive	progressive	general	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	*calc4 desc	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add
sk300	300				133																																																							ms551			NU														so0	so0			so0	so0	so0		so0		so0																						1			none												S1	S1	S1				1																			so0			1																								1																			?		?		?		?		?		?					1								8																																					
sk301	301				134																				par5																																																				so0	so0			so0	so0	so0		so0		so0	ol197				75																				none												A2	A2	A2				1																			so0			1																								1																		8	screen shake magnitude	5	screen shake bulid	20	screen shake duration	15	screen shake fade	25	radius of effect		?					1				1				8		20	10	10	10	10	10	60	10	10	10	10	10																								
sk302	302			62	135																																																																						ol202		so0	so0			so0	so0	so0		so0		so0																						1			none												A1	A1	A1																							so0			1																								1																			?		?		?		?		?		?					1								8																																					
sk303	303				28												ml416																																																												so0	so0			so0	so0	so0		so0		so0				47						ml416				16	fall rate							1			none												A1	A1	A1																							so0			1																								1																			?		?		?		?		?		?					1								8																																					
sk304	304				28												ml419																																																												so0	so0			so0	so0	so0		so0		so0				47						ml419				16	fall rate							1			none												A1	A1	A1																							so0			1																								1																			?		?		?		?		?		?					1								8																																					
sk305	305				28												ml422								par1																																																				so0	so0			so0	so0	so0		so0		so0				47						ml422				16	fall rate							1			none												A1	A1	A1																							so0			1																								1																		5	radius of explosion		?	50	duration base	3	duration/level		?		?					1								8																																					
sk306	306				17												ml495																																																												so0	so0			so0	so0	so0		so0		so0					23					ml495												1			none												SC	SC	xx																							so0			1																								1										ln12+skill('sk256'.blvl)/3	# bolts					par8+skill('sk271'.blvl)/4	shots fired	5	Bolts to send out		Bolts to send out per level											5	Shots Fired	1								8																																					
sk307	307			63													ml498								10																																																				so0	so0			so0	so0	so0		so0		so0				49		93				ml469	ml498											1			none												SQ	SQ	S1				1							1												so0			1																								1										dm12	life steal							3	min % life steal	12	max % life steal													1								8																																					
sk308	308				136												ml502																																																												so0	so0			so0	so0	so0		so0		so0					76					ml502	ml503											1			none												A1	A1	xx																							so0			1																								1										96	missile animrate								?		?		?		?		?		?					1								8		10	4	4	4	4	4	20	4	4	4	4	4																								
sk309	309				30																3		st113	ln34	ln12	is171	-ln56																																																		so0	so0			so0	so0	so0		so0		so0				18	30					ml142		ml147										1			none												SC	SC	S2																							so0			1																								1																		3	radius	1	radius per level	200	duration	75	additional duration/level	50	% defense	5	% defense/lvl					1																																													
sk310	310				30																3		st114	ln34	ln12																																																				so0	so0			so0	so0	so0		so0		so0				18	30					ml142		ml147										1			none												SC	SC	S2																							so0			1																								1																		3	radius	1	radius per level	200	duration	75	additional duration/level	40	Max hitpoints to remove curse							1								8		10	4	4	4	4	4	20	4	4	4	4	4																								
sk311	311			53	95												ml523																																																												so0	so0			so0	so0	so0		so0		so0				52	77					ml523	ml524			-37	z offset							1			none												SQ	SQ	xx																							so0			1																								1										ln34/2+skill('sk262'.blvl)	range	par1+skill('sk262'.blvl)	length of fire	3	density	par8	shots fired	15	frame length			40	range times two									10	Shots fired	1								8																																					
sk312	312				55																				ln34																																																				so0	so0			so0	so0	so0		so0		so2458	ol276			50	78					ml115	ml519											1			none												SQ	SQ	xx											1												so0			1																								1										par1	damage %	par2	damage %	50	fire %	par8+skill('sk251'.blvl)/3	shots fired	40	% of base monster HP min damage	80	% of base monster HP max damage	10	radius (half squares)	1	additional radius/level (half squares)							5	Shots Fired	1								8															fire																						
sk313	313				22												ml703	ml703	ml703																																																										so0	so0			so0	so0	so0		so0		so0					25					ml703	ml703	ml703										1			none												SQ	SQ	xx																	1						so0			1																								1																par8	shots fired	10	minimum damage	20	max damage	4	increase in dam/level (min & max)									10	Shots Fired	1								8																																					
sk314	314				137																	st138		par1		is25	par2																																																		so0	so0			so2458	so0	so0		so0		so0				51	79					ml115												1			none												A1	A1	A1											1						1						so0			1																								1																		500	rage duration - see fenris rage	100	% damage with rage - see fenris rage													1								8																																					
sk315	315				140																																																																								so0	so0			so0	so0	so0		so0		so0																						1			none												S2	S2	S2				1																			so0			1																								1																			?		?		?		?									1																																													
sk316	316				22												ml555																																																												so476	so0			so0	so0	so0		so0		so0	ol30				25					ml555												1			none												S3	S3	S3																							so0			1																								1																																		1								8															fire	50	50	50	50	50	50	50	50	50	50	50	50										
sk317	317			53	95												ml554																																																												so475	so0			so0	so0	so0		so0		so0					54					ml554												1			none												SQ	SQ	xx																							so0			1																								1												par1	length of fire	2	density			20	frame length						?									1								5															mag	50	50	50	50	50	50	50	50	50	50	50	50										
sk318	318				139												ml589																																																												so462	so0			so0	so0	so0		so0		so0					81					ml589												1			none												A1	A1	A1				1																			so0			1																								1																																		1								8															cold	50	50	50	50	50	50	50	50	50	50	50	50		200	50	50	50					
sk319	319			53	95												ml675																																																												so0	so0			so0	so0	so0		so0		so0					54					ml144	ml145											1			none												SQ	SQ	S1																							so0			1																								1												par1	length of fire	2	density			15	frame length															1								8																																					
sk320	320			49	91															ol221																																																									so0	so0			so0	so0	so0		so0		so0				36	50																	1			none												SQ	SQ	xx																							so0			1																								1																																		1								8																																					
sk321	321				24												ml653	ml331																																																											so2399	so0			so0	so0	so0		so0		so0					26					ml653												1			none												SQ	SQ	A1																							so0			1																								1																																		1																																													
sk322	322				17												ml450																																																												so0	so0			so0	so0	so0		so0		so0					23					ml450												1			none												SQ	SQ	A1																							so0			1																								1										lvl+2	#bolts																							1								8																																					
sk323	323			53	95												ml493																																																												so0	so0			so0	so0	so0		so0		so0					54					ml493	ml493											1			none												SQ	SQ	xx	18																						so0			1																								1												par1	length of fire	2	density			15	frame length															1								8																																					
sk324	324													ml641																																																															so0	so0			so0	so0	so0		so0		so0									ml641													1			none												SQ	SQ	xx																	1						so0			1																								1																																5	Shots Fired	1								8																																					
sk325	325			63													ml540								10																																																				so0	so0			so0	so0	so0		so0		so0				49		93				ml469	ml498											1			none												SQ	SQ	S1				1							1												so0			1																								1										dm12	mana steal							1	min % mana steal	8	max % mana steal													1								8																																					
sk326	326			32	2																																																																								so768	so0			so0	so0	so0		so0		so0																						1	9		h2h												S1	S1	xx				1		1	1																so0			1																																		ln34	damage %	max(250,ln12)	stunlen					15	Stun Length	5	additional frames/level	15	Percent bonus damage	15	percent damage per level									1				8				8	128																																				
sk327	327				97																																																																								so0	so0			so0	so0	so0		so0		so0	ol26			39																		1			none												SQ	SQ	xx							1	1	1		1					1							so0			1																								1																																		1																																													
sk328	328			37	109																	st103		ln12		is67	dm34	is68	dm34	is69	dm34																																														so304	so0	1		so304	so0	so0		so0		so0																						1	3		none												SQ	SQ	A2				1		1	1																so0			1																								1																		200	duration	25	duration/level	30	min % speed increase	110	max % speed increase									1	10	10						8	128																																				
sk329	329				98																																																																								so0	so0			so0	so0	so0		so0		so0				48	73						ml613											1			none												SQ	SQ	S1				1																			so0			1																								1																																		1								8																																					
sk330	330				129																	st143																																																							so2441	so0			so0	so0	so0		so0		so0				48	74					ml451	ml451											1			none												SQ	SQ	S1				1																			so0			1																								1																																		1								8																																					
sk331	331				98																																																																								so0	so0			so0	so0	so0		so0		so0				48	73					ml614	ml613											1			none												SQ	SQ	S1				1																			so0			1																								1																																		1								8																																					
sk332	332													ml170																																																															so2398	so0			so0	so0	so0		so0		so0	ol34								ml170													1			none												SQ	SQ	S1																							so0			1																								1																																		1								8																																					
sk333	333													ml277																																																															so0	so0			so0	so0	so0		so0		so0									ml277													1			none												SC	SC	SC																							so0			1																								1																																		1								8																																					
sk334	334													ml276																																																															so0	so0			so0	so0	so0		so0		so0									ml276													1			none												SC	SC	A2																							so0			1																								1																																		1								8																																					
sk335	335				148												ml323																																																												so0	so0			so0	so0	so0		so0		so0					94					ml323												1			none												SC	SC	S1																							so0			1																								1																																		1								8																																					
sk336	336				110												ml120																																																												so0	so0			so0	so0	so0		so0		so0					66					ml120												1			none												A1	A1	A1																							so0			1																								1																																		1								8																																					
sk337	337				22												ml247	ml247	ml247																																																										so0	so0			so0	so0	so0		so0		so0					25					ml247	ml247	ml247										1			none												SC	SC	SC																							so0			1																								1																																		1								8																																					
sk338	338				149												ml208																																																												so0	so0			so0	so0	so0		so0		so0					95					ml208												1			none												SC	SC	A1																							so0			1																								1																																		1								8																																					
sk339	339			4										ml660																																																															so0	so0			so0	so0	so0		so0		so0				11					ml660													1			rng												A1	A1	A1				1																			so0			1																								1																																		1								8	128																																				
sk340	340			4										ml12																																																															so0	so0			so0	so0	so0		so0		so0				11					ml12													1			rng												A1	A1	A1				1																			so0			1																								1																																		1	10	10						8	128														fire	1	8	8	8	8	8	4	9	9	9	9	9										
sk341	341			4										ml40																																																															so0	so0			so0	so0	so0		so0		so0				11					ml40													1	4		rng												A1	A1	A1				1																			so0			1																								1																																		1	10	10						8	128														cold	1	7	7	7	7	7	4	8	8	8	8	8		100	25	25	25					
sk342	342			4										ml41																																																															so0	so0			so0	so0	so0		so0		so0				11					ml41													1	5		rng												A1	A1	A1				1																			so0			1																								1																																		1	10	10						8	128														fire	2	8	8	8	8	8	6	9	9	9	9	9										
sk343	343			4										ml87																																																															so0	so0			so0	so0	so0		so0		so0				11					ml87													1	7		rng												A1	A1	A1				1																			so0			1																								1										par1	damage radius							5	Radius of impact															1	10	10						8	128														cold	2	7	7	7	7	7	6	8	8	8	8	8		100	25	25	25					
sk344	344			6	2																																																																								so0	so0			so0	so0	so0		so0		so0																						1	4		h2h												A1	A1	A1				1		1	1								1								so0			1																								1																																		1	20	15						8	128														ltng	1						16	12	12	12	12	12										
sk345	345			4										ml665																																																															so0	so0			so0	so0	so0		so0		so0				11					ml665													1			rng												SC	SC	S2				1																			so0			1																								1																																		1								8															mag	10	2	4	6	6	6	15	2	5	7	7	7										
sk346	346				22												ml679	ml679	ml679																																																										so2397	so0			so0	so0	so0		so0		so0					25					ml119												1	6		none												SC	SC	A2																	1						so0			1																								1																		9	radius of freeze	3	additional radius/level													1								8															cold	40	20	20	20	20	20	60	20	20	20	20	20		200	50	50	50					
sk347	347			6	2																																																																								so0	so0			so0	so0	so0		so0		so0																						1	4		h2h												A1	A1	A1				1		1	1								1								so0			1																								1																																		1	20	15						8	128														cold	10	8	8	8	8	8	14	9	9	9	9	9		125	25	25	25					
sk348	348													ml96										(ln34*(100+skill('sk59'.blvl)*par7))/100	ln12																																																				so2397	so0			so0	so0	so0		so0		so0									ml96													1	7		none												SC	SC	xx																	1						so0			1																								1																		4	radius		radius per level	50	freeze frames	3	freeze frames per level									1								8															cold	4	10	14	14	14	14	12	10	15	15	15	15		125	50	50	50					
sk349	349				124												ml670	ml670	ml670			st145		ln12	par3																																																				so2333	so0			so0	so0	so0		so0		so0						92				ml672	ml671			12	frames	1	fall rate	15	slide rate			1			none												SC	SC	S3				1																			so0			1																								1																		1000	base duration	50	duration per level	12	radius to drop meteors	1	frame delay between rocks									1								8		200	200	200	200	200	200	200	200	200	200	200	200		fire	200	200	200	200	200	200	200	200	200	200	200	200										
sk350	350		sd220		116																	st177		1500		is67	33	is68	33	is69	33																																														so0	so0			so0	so0	so0		so0		so0		ol198	ol199	45																		1			none												SC	SC	NU				1													1						so0			1																																																										1								8																																					
sk351	351			17	55																				min(30,16+lvl)																																																			1	so2457	so0			so0	so0	so0		so2458		so0				21	32					ml115	ml42	ml151										1			none												SC	SC	xx								1		1	1						1						so0			1																								1										par1	% target hp min damage	par2	% target hp max damage	par5	% damage to do as elemental			10	% of base monster HP min damage	20	% of base monster HP max damage					50	% damage to do as elemental							1								8															fire																						
sk352	352			31	67																																																																								so0	so0			so0	so0	so0		so0		so0				25	37																	1	2		none												SQ	A1	xx	4					1	1								1								so0			1																																										150	percent increase in velocity				plus % damage		plus % dam per level									1	50	15						8	128																																				
sk353	353				22												ml678	ml678	ml678																																																										so2398	so0			so0	so0	so0		so0		so0	ol34				25					ml678												1	2		none												SC	SC	xx																							so2398			1																																										12	number of missiles	4	additional missiles per level													1								8																																					
sk354	354													ml77																																																															so0	so0			so0	so0	so0		so0		so0									ml77													1			none												SQ	SQ	xx																							so0			1																								1																			?		?		?		?		?		?					1								8																																					
sk355	355													ml22																																																															so0	so0			so0	so0	so0		so0		so0									ml22													1			none												SQ	SQ	xx																							so0			1																								1																			?		?		?		?		?		?					1								8																																					
sk356	356													ml592																																																															so2399	so0			so0	so0	so0		so0		so0	ol192								ml592													1			none												A1	A1	A1																							so0			1																								1										lvl-1	range adder								?		?		?		?		?		?					1								8																																					
sk357	357				22												ml684	ml684	ml684																																																										so1749	so0			so0	so0	so0		so0		so0	ol197				25					ml684												1			none												A2	A2	A2				1																			so0			1																									1																																	1				1				8		20	10	10	10	10	10	60	10	10	10	10	10																								
sk358	358		sd237																																											st236		is419	ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20		20		30												1								8																																				896	64000
sk359	359		sd232																																											st185		is332	ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												30		5														1								8																																				896	64000
sk360	360		sd233																																											st237		is357	ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20		6														1								8																																				896	64000
sk361	361		sd234		124																42883	st144		ln12	min(60,par3+stat('is462'.accr))																																																				so2397	so0			so0	so0	so0		so0		so0	ol33									ml158	ml159	ml163		3		75						1			none												SC	SC	xx				1																			so2397	ol33		24	20												12							1	8	23	1	1						1												1500		200		18		6								10		1				1	2			8															cold	45	15	30	45	55	65	75	16	31	46	56	66	((skill('sk39'.blvl)+skill('sk45'.blvl))+skill('sk64'.blvl))*par8	50							768	32000
sk362	362		sd235		124																42883	st200		ln12	min(60,par3+stat('is464'.accr))																																																				so2333	so0			so0	so0	so0		so0		so0	ol195									ml579	ml578			1		75						1			none												SC	SC	xx				1																			so0			30	20					sk47							15							1	8	35		1						1												1500		200		18		6						50		20		1				1	2			8															fire	25	15	20	25	31	38	75	16	22	27	36	40	((skill('sk36'.blvl)+skill('sk47'.blvl))+skill('sk41'.blvl))*par8								896	64000
sk363	363		sd236		124																42883	st145		ln12	min(60,par3+stat('is463'.accr))																																																				so2398	so0			so0	so0	so0		so0		so0	ol34									ml90	ml90	ml90		3		75						1			none												SC	SC	xx				1																			so2398	ol33		18	20					sk49							12							1	8	9	1	1						1												1500		200		18		6								12		1				1	2			8															ltng	1	8	12	20	28	36	40	8	12	20	28	36	((skill('sk57'.blvl)+skill('sk49'.blvl))+skill('sk48'.blvl))*par8								640	16000
sk364	364		sd239																																											st208		is36	min(ln34,50)																												so0	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx				1																			so0			18	20																				8			1						1												30		10		2		2										1								8																																				640	16000
sk365	365		sd222		116																																									st187		is25	ln12	is171	ln34	is76	20	is96	50																						so0	so0			so0	so0	so0		so0		so0		ol200	ol201	45																		1			none												SC	SC	xx	22			1													1						so0			1	20																				8				1					1																10		2		10								1								8																																					
sk366	366		sd223		116																																									st188		is25	ln12	is171	ln34	is76	20	is96	50																						so0	so0			so0	so0	so0		so0		so0		ol200	ol201	45																		1			none												SC	SC	xx	22			1													1						so0			1	20								1				25								8				1					1																10		2		10								1								8																																					
sk367	367		sd224		116																																									st189		is25	ln12	is171	ln34	is76	20	is96	50																						so0	so0			so0	so0	so0		so0		so0		ol200	ol201	45																		1			none												SC	SC	xx	22			1													1						so0			1	20								1				25								8				1					1																10		2		10								1								8																																					
sk368	368		sd242		116																																									st211		is25	ln12	is171	ln34	is76	20	is96	50																						so0	so0			so0	so0	so0		so0		so0		ol200	ol201	45																		1			none												SC	SC	xx	22			1													1						so0			1	20								1				25								8				1					1																10		2		10								1								8																																					
sk369	369		sd243		116																																									st212		is25	ln12	is171	ln34	is76	20	is96	50																						so0	so0			so0	so0	so0		so0		so0		ol200	ol201	45																		1			none												SC	SC	xx	22			1													1						so0			1	20								1				25								8				1					1																10		2		10								1								8																																					
sk370	370		sd244		116																																									st213		is25	ln12	is171	ln34	is76	20	is96	50																						so0	so0			so0	so0	so0		so0		so0		ol200	ol201	45																		1			none												SC	SC	xx	22			1													1						so0			1	20								1				25								8				1					1																10		2		10								1								8																																					
sk371	371		sd241		116																																									st210		is25	ln12	is171	ln34	is76	20	is96	50																						so0	so0			so0	so0	so0		so0		so0		ol200	ol201	45																		1			none												SC	SC	xx	22			1													1						so0			1	20								1				25								8				1					1																10		2		10								1								8																																					
sk372	372																																																ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20		5														1								8																																				896	64000
sk373	373																																																ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20		5														1								8																																				896	64000
sk374	374																																																ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20		5														1								8																																				896	64000
sk375	375																																																ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20		5														1								8																																				896	64000
sk376	376																																																ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20		5														1								8																																				896	64000
sk377	377																																																ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20		5														1								8																																				896	64000
sk378	378																																																ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20		5														1								8																																				896	64000
sk379	379																																																ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20		5														1								8																																				896	64000
sk380	380																																																ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20		5														1								8																																				896	64000
sk381	381		sd221		116																																									st186		is76	ln12																												so0	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx	22			1													1						so0			1	20								1				25								8				1					1												2		2														1								8																																				256	1000
sk382	382																																																ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20		5														1								8																																				896	64000
sk383	383																																																ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20		5														1								8																																				896	64000
sk384	384																																																ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20		5														1								8																																				896	64000
sk385	385																																																ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20		5														1								8																																				896	64000
sk386	386																																																ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20		5														1								8																																				896	64000
sk387	387																																																ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20		5														1								8																																				896	64000
sk388	388																																																ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20		5														1								8																																				896	64000
sk389	389																																																ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20		5														1								8																																				896	64000
sk390	390																																																ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20		5														1								8																																				896	64000
sk391	391				28												ml695	ml695	ml695						ln12																																																				so2399	so0			so2437	so0	so0		so0		so0	ol30				28					ml695												1	6		none												SC	SC	xx					4				1								1						so2399	ol30		24	20					sk47	sk51						1							1	7	34	1	1										ln12								20														5		1								8															fire	50	50	50	50	50	50	50	50	50	50	50	50	(skill('sk36'.blvl)+skill('sk47'.blvl))*par8								768	32000
sk392	392				8									ml698			ml698	ml698	ml698																																																										so2447	so0			so0	so0	so0		so0		so0				19	17				ml698	ml698	ml698	ml698										1	6		none												SC	SC	xx																	1						so2447			18	20					sk74								1						1	6	28	1	1										min(ln12,6)		par3						2		1		1										20		1								8															mag	200	200	200	200	200	200	200	200	200	200	200	200	(((skill('sk78'.blvl)+skill('sk88'.blvl))+skill('sk67'.blvl))+skill('sk93'.blvl))*par8								640	16000
sk393	393				22												ml685																																																												so0	so2527			so0	so0	so0		so0		so0	ol170				25					ml685												1	9		none												SC	SC	xx				1																			so0			30	20					sk146	sk149													1	8	10	1	1																																12		1	20	10						8		200	200	200	200	200	200	200	200	200	200	200	200																							896	64000
sk394	394			14	144																																											is329	stat('is329'.accr)	is333	stat('is333'.accr)									ms351	pt19	12	S2	sk337	lvl	sk36	skill('sk36'.blvl)	sk47	skill('sk47'.blvl)							1	so2399	so0			so0	so0	so0		so0		so0	ol30			17																		1	7		none												SC	SC	S1					4												1				1		so2399	ol30		30	20					sk52							1							1	7	40	1	1																		250														3		1								7															fire	28	11	15	19	23	27	39	13	17	21	25	29	(skill('sk36'.blvl)+skill('sk47'.blvl))*par8								896	64000
sk395	395			13	29												ml699					st38		ln12																																																					so2443	so0			so0	so0	so0		so0	ol1	so0	ol186					84				ml699												1	5		none												SC	SC	xx																							so0			24	20					sk48	sk53													1	8	19		1			1	1														800		200		1		1				1		20				1								8															ltng	200	200	200	200	200	200	200	200	200	200	200	200									768	32000
sk396	396				26												ml93	ml93	ml93						par1																																																				so2398	so0			so0	so0	so0		so0		so0	ol34				27					ml93	ml93	ml93										1	2		none												SQ	SC	SC	12			1													151	96					so2398			18	20					sk49			1					1						1	8	9	1	1										ln34/5								20				26		2		5						12		1								8															ltng	500	500	500	500	500	500	500	500	500	500	500	500	((skill('sk38'.blvl)+skill('sk49'.blvl))+skill('sk48'.blvl))*par8								640	16000
sk397	397		sd225											ml686																																																															so2399	so0			so0	so0	so0		so0		so0	ol29								ml58													1	2		none												SC	SC	xx																	1						so2399			1	20								1					1						1	7	5		1																																16		1								7															fire	6	3	4	8	18	54	12	3	6	10	20	56	(skill('sk47'.blvl)+skill('sk56'.blvl))*par8								256	1000
sk398	398		sd226											ml687																																																															so2399	so0			so0	so0	so0		so0		so0	ol29								ml58													1	2		none												SC	SC	xx																	1						so2399			1	20								1					1						1	7	5		1																																16		1								7															fire	6	3	4	8	18	54	12	3	6	10	20	56	(skill('sk47'.blvl)+skill('sk56'.blvl))*par8								256	1000
sk399	399		sd227											ml688																																																															so2399	so0			so0	so0	so0		so0		so0	ol29								ml58													1	2		none												SC	SC	xx																	1						so2399			1	20								1					1						1	7	5		1																																16		1								7															fire	6	3	4	8	18	54	12	3	6	10	20	56	(skill('sk47'.blvl)+skill('sk56'.blvl))*par8								256	1000
sk400	400		sd228											ml689																																																															so2399	so0			so0	so0	so0		so0		so0	ol29								ml58													1	2		none												SC	SC	xx																	1						so2399			1	20								1					1						1	7	5		1																																16		1								7															fire	6	3	4	8	18	54	12	3	6	10	20	56	(skill('sk47'.blvl)+skill('sk56'.blvl))*par8								256	1000
sk401	401		sd229											ml690																																																															so2399	so0			so0	so0	so0		so0		so0	ol29								ml58													1	2		none												SC	SC	xx																	1						so2399			1	20								1					1						1	7	5		1																																16		1								7															fire	6	3	4	8	18	54	12	3	6	10	20	56	(skill('sk47'.blvl)+skill('sk56'.blvl))*par8								256	1000
sk402	402		sd230											ml691																																																															so2399	so0			so0	so0	so0		so0		so0	ol29								ml58													1	2		none												SC	SC	xx																	1						so2399			1	20								1					1						1	7	5		1																																16		1								7															fire	6	3	4	8	18	54	12	3	6	10	20	56	(skill('sk47'.blvl)+skill('sk56'.blvl))*par8								256	1000
sk403	403		sd231											ml692																																																															so2399	so0			so0	so0	so0		so0		so0	ol29								ml58													1	2		none												SC	SC	xx																	1						so2399			1	20								1					1						1	7	5		1																																16		1								7															fire	6	3	4	8	18	54	12	3	6	10	20	56	(skill('sk47'.blvl)+skill('sk56'.blvl))*par8								256	1000
sk404	404				66																42883	st46			ln12																																																				so0	so0			so0	so0	so0		so0		so0																						1	4		none														xx																							so0			24	20					sk114															8			1	1	1		3														60								6				10		10		1				16385				8															mag	200	200	200	200	200	200	200	200	200	200	200	200									768	32000
sk405	405				139												ml697																																																												so462	so0			so0	so0	so0		so0		so0					81					ml697												1			none												A1	A1	A1				1																			so0			1																								1																																		1								8															cold	200	200	200	200	200	200	200	200	200	200	200	200		200	50	50	50					
sk406	406		sd92		22												ml696																																																												so2472	so0			so0	so0	so0		so0		so0					25					ml696												1	3		none												SC	SC	xx																	1						so2472			30	20					sk83														1	8	20		1																																15		1								4															pois	400	400	400	400	400	400	400	400	400	400	400	400		12							896	64000
