name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	auto prefix	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol
mi304				100			1			1	10000			lz5	lz5	lz5	16	1	1				sethunasn	sethunasn				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi305				100			1			1	10000			lz6	lz6	lz6	16	1	1				sethundru	sethundru				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi306				100			1			1	10000			lz7	lz7	lz7	16	1	1				sethunnec	sethunnec				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi307				100			1			1	10000			lz8	lz8	lz8	16	1	1				sethunpet	sethunpet				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi308				100			1			1	10000			ly1	ly1	ly1	16	1	1				sethunsor1	sethunsor1				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi309				100			1			1	10000			ly2	ly2	ly2	16	1	1				sethunama1	sethunama1				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi310				100			1			1	10000			ly3	ly3	ly3	16	1	1				sethunpal1	sethunpal1				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi311				100			1			1	10000			ly4	ly4	ly4	16	1	1				sethunbar1	sethunbar1				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi312				100			1			1	10000			ly5	ly5	ly5	16	1	1				sethunasn1	sethunasn1				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi313				100			1			1	10000			ly6	ly6	ly6	16	1	1				sethundru1	sethundru1				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi314				100			1			1	10000			ly7	ly7	ly7	16	1	1				sethunnec1	sethunnec1				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi315				100			1			1	10000			ly8	ly8	ly8	16	1	1				sethunpet1	sethunpet1				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi316				100			1			1	10000			lt1	lt1	lt1	16	1	1				sethunsor2	sethunsor2				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi317				100			1			1	10000			lt2	lt2	lt2	16	1	1				sethunama2	sethunama2				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi318				100			1			1	10000			lt3	lt3	lt3	16	1	1				sethunpal2	sethunpal2				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi319				100			1			1	10000			lt4	lt4	lt4	16	1	1				sethunbar2	sethunbar2				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi320				100			1			1	10000			lt5	lt5	lt5	16	1	1				sethunasn2	sethunasn2				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi321				100			1			1	10000			lt6	lt6	lt6	16	1	1				sethundru2	sethundru2				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi322				100			1			1	10000			lt7	lt7	lt7	16	1	1				sethunnec2	sethunnec2				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi323				100			1			1	10000			lt8	lt8	lt8	16	1	1				sethunpet2	sethunpet2				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi324				100			1			1	10000			lz9	lz9	lz9	16	1	1				flpgsr	gem01				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi325				100			1			1	10000			ly9	ly9	ly9	16	1	1				flpgsr	gem02				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi326				100			1			1	10000			lt9	lt9	lt9	16	1	1				flpgsr	gem03				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi327				100			1			1	10000			zyq	scr	zyq	16	1	1				invpotion_mag	invpotion_mag				xxx			1		stup	sru	so237	14	so238			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi328				100			1			1	10000			z01	z01	z01	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi329				100			1			1	10000			z02	z02	z02	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi330				100			1			1	10000			z03	z03	z03	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi331				100			1			1	10000			z04	z04	z04	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi332				100			1			1	10000			z05	z05	z05	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi333				100			1			1	10000			z06	z06	z06	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi334				100			1			1	10000			z07	z07	z07	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi335				100			1			1	10000			z08	z08	z08	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi336				100			1			1	10000			z09	z09	z09	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi337				100			1			1	10000			z10	z10	z10	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi338				100			1			1	10000			z11	z11	z11	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi339				100			1			1	10000			z12	z12	z12	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi340				100			1			1	10000			z13	z13	z13	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi341				100			1			1	10000			z14	z14	z14	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi342				100			1			1	10000			z15	z15	z15	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi343				100			1			1	10000			z16	z16	z16	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi344				100			1			1	10000			z17	z17	z17	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi345				100			1			1	10000			z18	z18	z18	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi346				100			1			1	10000			z19	z19	z19	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi347				100			1			1	10000			z20	z20	z20	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi348				100			1			1	10000			z21	z21	z21	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi349				100			1			1	10000			z22	z22	z22	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi350				100			1			1	10000			z23	z23	z23	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi351				100			1			1	10000			z24	z24	z24	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi352				100			1			1	10000			z25	z25	z25	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi353				100			1			1	10000			z26	z26	z26	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi354				100			1			1	10000			z27	z27	z27	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi355				100			1			1	10000			z28	z28	z28	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi356				100			1			1	10000			z29	z29	z29	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi357				100			1			1	10000			z30	z30	z30	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi358				100			1			1	10000			z31	z31	z31	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi359				100			1			1	10000			z32	z32	z32	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi360				100			1			1	10000			z33	z33	z33	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi361				100			1			1	10000			z34	z34	z34	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi362				100			1			1	10000			z35	z35	z35	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi363				100			1			1	10000			z36	z36	z36	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi364				100			1			1	10000			z37	z37	z37	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi365				100			1			1	10000			z38	z38	z38	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi366				100			1			1	10000			z39	z39	z39	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi367				100			1			1	10000			z40	z40	z40	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi368				100			1			1	10000			z41	z41	z41	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi369				100			1			1	10000			z42	z42	z42	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi370				100			1			1	10000			z43	z43	z43	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi371				100			1			1	10000			z44	z44	z44	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi372				100			1			1	10000			z45	z45	z45	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi373				100			1			1	10000			z46	z46	z46	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi374				100			1			1	10000			z47	z47	z47	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi375				100			1			1	10000			z48	z48	z48	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi376				100			1			1	10000			z49	z49	z49	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi377				100			1			1	10000			z50	z50	z50	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi378				100			1			1	10000			z51	z51	z51	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi379				100			1			1	10000			z52	z52	z52	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi380				100			1			1	10000			z53	z53	z53	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi381				100			1			1	10000			z54	z54	z54	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi382				100			1			1	10000			z55	z55	z55	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi383				100			1			1	10000			z56	z56	z56	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi384				100			1			1	10000			z57	z57	z57	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi385				100			1			1	10000			z58	z58	z58	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi386				100			1			1	10000			z59	z59	z59	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi387				100			1			1	10000			z60	z60	z60	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi388				100			1			1	10000			z61	z61	z61	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi389				100			1			1	10000			z62	z62	z62	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi390				100			1			1	10000			z63	z63	z63	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi391				100			1			1	10000			z64	z64	z64	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi392				100			1			1	10000			z65	z65	z65	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi393				100			1			1	10000			z66	z66	z66	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi394				100			1			1	10000			z67	z67	z67	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi395				100			1			1	10000			z68	z68	z68	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi396				100			1			1	10000			z69	z69	z69	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi397				100			1			1	10000			z70	z70	z70	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi398				100			1			1	10000			z71	z71	z71	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi399				100			1			1	10000			z72	z72	z72	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi400				100			1			1	10000			z73	z73	z73	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi401				100			1			1	10000			z74	z74	z74	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi402				100			1			1	10000			z75	z75	z75	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi403				100			1			1	10000			z76	z76	z76	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi404				100			1			1	10000			z77	z77	z77	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi405				100			1			1	10000			z78	z78	z78	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi406				100			1			1	10000			z79	z79	z79	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi407				100			1			1	10000			z80	z80	z80	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi408				100			1			1	10000			z81	z81	z81	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi409				100			1			1	10000			z82	z82	z82	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi410				100			1			1	10000			z83	z83	z83	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi411				100			1			1	10000			z84	z84	z84	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi412				100			1			1	10000			z85	z85	z85	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi413				100			1			1	10000			z86	z86	z86	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi414				100			1			1	10000			z87	z87	z87	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi415				100			1			1	10000			z88	z88	z88	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi416				100			1			1	10000			z89	z89	z89	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi417				100			1			1	10000			z90	z90	z90	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi418				100			1			1	10000			z91	z91	z91	16	1	1				gemgreen	gemgreen				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
